X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
3,50,3,27,4,4,6,2,1,26,27
50,3,27,4,4,6,2,1,26,27,13
3,27,4,4,6,2,1,26,27,13,17
27,4,4,6,2,1,26,27,13,17,14
4,4,6,2,1,26,27,13,17,14,1
4,6,2,1,26,27,13,17,14,1,1
6,2,1,26,27,13,17,14,1,1,6
2,1,26,27,13,17,14,1,1,6,2
1,26,27,13,17,14,1,1,6,2,1
26,27,13,17,14,1,1,6,2,1,34
27,13,17,14,1,1,6,2,1,34,8
13,17,14,1,1,6,2,1,34,8,55
17,14,1,1,6,2,1,34,8,55,3
14,1,1,6,2,1,34,8,55,3,16
1,1,6,2,1,34,8,55,3,16,4
1,6,2,1,34,8,55,3,16,4,2
6,2,1,34,8,55,3,16,4,2,1
2,1,34,8,55,3,16,4,2,1,58
1,34,8,55,3,16,4,2,1,58,27
34,8,55,3,16,4,2,1,58,27,13
8,55,3,16,4,2,1,58,27,13,17
55,3,16,4,2,1,58,27,13,17,14
3,16,4,2,1,58,27,13,17,14,1
16,4,2,1,58,27,13,17,14,1,1
4,2,1,58,27,13,17,14,1,1,6
2,1,58,27,13,17,14,1,1,6,2
1,58,27,13,17,14,1,1,6,2,1
58,27,13,17,14,1,1,6,2,1,34
27,13,17,14,1,1,6,2,1,34,8
13,17,14,1,1,6,2,1,34,8,55
17,14,1,1,6,2,1,34,8,55,3
14,1,1,6,2,1,34,8,55,3,9
1,1,6,2,1,34,8,55,3,9,4
1,6,2,1,34,8,55,3,9,4,2
6,2,1,34,8,55,3,9,4,2,1
2,1,34,8,55,3,9,4,2,1,39
1,34,8,55,3,9,4,2,1,39,6
34,8,55,3,9,4,2,1,39,6,2
8,55,3,9,4,2,1,39,6,2,1
55,3,9,4,2,1,39,6,2,1,34
3,9,4,2,1,39,6,2,1,34,8
9,4,2,1,39,6,2,1,34,8,102
4,2,1,39,6,2,1,34,8,102,3
2,1,39,6,2,1,34,8,102,3,4
1,39,6,2,1,34,8,102,3,4,2
39,6,2,1,34,8,102,3,4,2,1
6,2,1,34,8,102,3,4,2,1,1
2,1,34,8,102,3,4,2,1,1,29
1,34,8,102,3,4,2,1,1,29,93
34,8,102,3,4,2,1,1,29,93,28
8,102,3,4,2,1,1,29,93,28,40
102,3,4,2,1,1,29,93,28,40,3
3,4,2,1,1,29,93,28,40,3,50
4,2,1,1,29,93,28,40,3,50,3
2,1,1,29,93,28,40,3,50,3,34
1,1,29,93,28,40,3,50,3,34,4
1,29,93,28,40,3,50,3,34,4,4
29,93,28,40,3,50,3,34,4,4,6
93,28,40,3,50,3,34,4,4,6,2
28,40,3,50,3,34,4,4,6,2,1
40,3,50,3,34,4,4,6,2,1,18
3,50,3,34,4,4,6,2,1,18,3
50,3,34,4,4,6,2,1,18,3,34
3,34,4,4,6,2,1,18,3,34,13
34,4,4,6,2,1,18,3,34,13,93
4,4,6,2,1,18,3,34,13,93,14
4,6,2,1,18,3,34,13,93,14,7
6,2,1,18,3,34,13,93,14,7,100
2,1,18,3,34,13,93,14,7,100,5
1,18,3,34,13,93,14,7,100,5,78
18,3,34,13,93,14,7,100,5,78,4
3,34,13,93,14,7,100,5,78,4,1
34,13,93,14,7,100,5,78,4,1,1
13,93,14,7,100,5,78,4,1,1,1
0,0,0,0,0,0,0,0,0,0,87
0,0,0,0,0,0,0,0,0,87,131
0,0,0,0,0,0,0,0,87,131,48
0,0,0,0,0,0,0,87,131,48,158
0,0,0,0,0,0,87,131,48,158,2
0,0,0,0,0,87,131,48,158,2,27
0,0,0,0,87,131,48,158,2,27,5
0,0,0,87,131,48,158,2,27,5,158
0,0,87,131,48,158,2,27,5,158,3
0,87,131,48,158,2,27,5,158,3,19
87,131,48,158,2,27,5,158,3,19,3
131,48,158,2,27,5,158,3,19,3,4
48,158,2,27,5,158,3,19,3,4,4
158,2,27,5,158,3,19,3,4,4,2
2,27,5,158,3,19,3,4,4,2,34
27,5,158,3,19,3,4,4,2,34,5
5,158,3,19,3,4,4,2,34,5,1
158,3,19,3,4,4,2,34,5,1,2
3,19,3,4,4,2,34,5,1,2,70
19,3,4,4,2,34,5,1,2,70,27
3,4,4,2,34,5,1,2,70,27,6
4,4,2,34,5,1,2,70,27,6,2
4,2,34,5,1,2,70,27,6,2,1
2,34,5,1,2,70,27,6,2,1,83
34,5,1,2,70,27,6,2,1,83,5
5,1,2,70,27,6,2,1,83,5,27
1,2,70,27,6,2,1,83,5,27,8
2,70,27,6,2,1,83,5,27,8,354
70,27,6,2,1,83,5,27,8,354,3
27,6,2,1,83,5,27,8,354,3,4
6,2,1,83,5,27,8,354,3,4,2
2,1,83,5,27,8,354,3,4,2,26
1,83,5,27,8,354,3,4,2,26,83
83,5,27,8,354,3,4,2,26,83,1
5,27,8,354,3,4,2,26,83,1,1
27,8,354,3,4,2,26,83,1,1,6
8,354,3,4,2,26,83,1,1,6,2
354,3,4,2,26,83,1,1,6,2,1
3,4,2,26,83,1,1,6,2,1,34
4,2,26,83,1,1,6,2,1,34,5
2,26,83,1,1,6,2,1,34,5,34
26,83,1,1,6,2,1,34,5,34,35
83,1,1,6,2,1,34,5,34,35,1
1,1,6,2,1,34,5,34,35,1,2
1,6,2,1,34,5,34,35,1,2,1
6,2,1,34,5,34,35,1,2,1,58
2,1,34,5,34,35,1,2,1,58,83
1,34,5,34,35,1,2,1,58,83,1
34,5,34,35,1,2,1,58,83,1,1
5,34,35,1,2,1,58,83,1,1,6
34,35,1,2,1,58,83,1,1,6,2
35,1,2,1,58,83,1,1,6,2,1
1,2,1,58,83,1,1,6,2,1,34
2,1,58,83,1,1,6,2,1,34,5
1,58,83,1,1,6,2,1,34,5,34
58,83,1,1,6,2,1,34,5,34,35
83,1,1,6,2,1,34,5,34,35,1
1,1,6,2,1,34,5,34,35,1,2
1,6,2,1,34,5,34,35,1,2,1
6,2,1,34,5,34,35,1,2,1,58
2,1,34,5,34,35,1,2,1,58,83
1,34,5,34,35,1,2,1,58,83,1
34,5,34,35,1,2,1,58,83,1,1
5,34,35,1,2,1,58,83,1,1,6
34,35,1,2,1,58,83,1,1,6,2
35,1,2,1,58,83,1,1,6,2,1
1,2,1,58,83,1,1,6,2,1,26
2,1,58,83,1,1,6,2,1,26,50
1,58,83,1,1,6,2,1,26,50,3
58,83,1,1,6,2,1,26,50,3,34
83,1,1,6,2,1,26,50,3,34,4
1,1,6,2,1,26,50,3,34,4,60
1,6,2,1,26,50,3,34,4,60,16
6,2,1,26,50,3,34,4,60,16,6
2,1,26,50,3,34,4,60,16,6,2
1,26,50,3,34,4,60,16,6,2,1
26,50,3,34,4,60,16,6,2,1,34
50,3,34,4,60,16,6,2,1,34,5
3,34,4,60,16,6,2,1,34,5,34
34,4,60,16,6,2,1,34,5,34,13
4,60,16,6,2,1,34,5,34,13,6
60,16,6,2,1,34,5,34,13,6,30
16,6,2,1,34,5,34,13,6,30,9
6,2,1,34,5,34,13,6,30,9,14
2,1,34,5,34,13,6,30,9,14,2
1,34,5,34,13,6,30,9,14,2,1
34,5,34,13,6,30,9,14,2,1,1
5,34,13,6,30,9,14,2,1,1,1
34,13,6,30,9,14,2,1,1,1,18
13,6,30,9,14,2,1,1,1,18,3
6,30,9,14,2,1,1,1,18,3,34
30,9,14,2,1,1,1,18,3,34,4
9,14,2,1,1,1,18,3,34,4,1
14,2,1,1,1,18,3,34,4,1,1
0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,27,5
0,0,0,0,0,0,0,0,27,5,19
0,0,0,0,0,0,0,27,5,19,3
0,0,0,0,0,0,27,5,19,3,4
0,0,0,0,0,27,5,19,3,4,2
0,0,0,0,27,5,19,3,4,2,31
0,0,0,27,5,19,3,4,2,31,5
0,0,27,5,19,3,4,2,31,5,1
0,27,5,19,3,4,2,31,5,1,2
27,5,19,3,4,2,31,5,1,2,108
5,19,3,4,2,31,5,1,2,108,5
19,3,4,2,31,5,1,2,108,5,13
3,4,2,31,5,1,2,108,5,13,14
4,2,31,5,1,2,108,5,13,14,2
2,31,5,1,2,108,5,13,14,2,29
31,5,1,2,108,5,13,14,2,29,17
5,1,2,108,5,13,14,2,29,17,28
1,2,108,5,13,14,2,29,17,28,27
2,108,5,13,14,2,29,17,28,27,6
108,5,13,14,2,29,17,28,27,6,2
5,13,14,2,29,17,28,27,6,2,1
13,14,2,29,17,28,27,6,2,1,26
14,2,29,17,28,27,6,2,1,26,17
2,29,17,28,27,6,2,1,26,17,1
29,17,28,27,6,2,1,26,17,1,1
17,28,27,6,2,1,26,17,1,1,6
28,27,6,2,1,26,17,1,1,6,2
27,6,2,1,26,17,1,1,6,2,1
6,2,1,26,17,1,1,6,2,1,26
2,1,26,17,1,1,6,2,1,26,149
1,26,17,1,1,6,2,1,26,149,31
26,17,1,1,6,2,1,26,149,31,6
17,1,1,6,2,1,26,149,31,6,2
1,1,6,2,1,26,149,31,6,2,1
1,6,2,1,26,149,31,6,2,1,108
6,2,1,26,149,31,6,2,1,108,8
2,1,26,149,31,6,2,1,108,8,102
1,26,149,31,6,2,1,108,8,102,3
26,149,31,6,2,1,108,8,102,3,4
149,31,6,2,1,108,8,102,3,4,2
31,6,2,1,108,8,102,3,4,2,31
6,2,1,108,8,102,3,4,2,31,5
2,1,108,8,102,3,4,2,31,5,1
1,108,8,102,3,4,2,31,5,1,2
108,8,102,3,4,2,31,5,1,2,1
8,102,3,4,2,31,5,1,2,1,1
102,3,4,2,31,5,1,2,1,1,39
3,4,2,31,5,1,2,1,1,39,6
4,2,31,5,1,2,1,1,39,6,2
2,31,5,1,2,1,1,39,6,2,1
31,5,1,2,1,1,39,6,2,1,31
5,1,2,1,1,39,6,2,1,31,5
1,2,1,1,39,6,2,1,31,5,1
2,1,1,39,6,2,1,31,5,1,2
1,1,39,6,2,1,31,5,1,2,108
1,39,6,2,1,31,5,1,2,108,8
39,6,2,1,31,5,1,2,108,8,55
6,2,1,31,5,1,2,108,8,55,3
2,1,31,5,1,2,108,8,55,3,17
1,31,5,1,2,108,8,55,3,17,4
31,5,1,2,108,8,55,3,17,4,2
5,1,2,108,8,55,3,17,4,2,1
1,2,108,8,55,3,17,4,2,1,1
2,108,8,55,3,17,4,2,1,1,18
108,8,55,3,17,4,2,1,1,18,3
8,55,3,17,4,2,1,1,18,3,78
55,3,17,4,2,1,1,18,3,78,8
3,17,4,2,1,1,18,3,78,8,77
17,4,2,1,1,18,3,78,8,77,3
4,2,1,1,18,3,78,8,77,3,108
2,1,1,18,3,78,8,77,3,108,4
1,1,18,3,78,8,77,3,108,4,4
1,18,3,78,8,77,3,108,4,4,1
18,3,78,8,77,3,108,4,4,1,1
0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,0,0,0,27,5
0,0,0,0,0,0,0,0,27,5,19
0,0,0,0,0,0,0,27,5,19,3
0,0,0,0,0,0,27,5,19,3,4
0,0,0,0,0,27,5,19,3,4,2
0,0,0,0,27,5,19,3,4,2,51
0,0,0,27,5,19,3,4,2,51,5
0,0,27,5,19,3,4,2,51,5,13
0,27,5,19,3,4,2,51,5,13,14
27,5,19,3,4,2,51,5,13,14,2
5,19,3,4,2,51,5,13,14,2,29
19,3,4,2,51,5,13,14,2,29,17
3,4,2,51,5,13,14,2,29,17,28
4,2,51,5,13,14,2,29,17,28,40
2,51,5,13,14,2,29,17,28,40,3
51,5,13,14,2,29,17,28,40,3,50
5,13,14,2,29,17,28,40,3,50,3
13,14,2,29,17,28,40,3,50,3,27
14,2,29,17,28,40,3,50,3,27,4
2,29,17,28,40,3,50,3,27,4,4
29,17,28,40,3,50,3,27,4,4,6
17,28,40,3,50,3,27,4,4,6,2
28,40,3,50,3,27,4,4,6,2,1
40,3,50,3,27,4,4,6,2,1,26
3,50,3,27,4,4,6,2,1,26,27
50,3,27,4,4,6,2,1,26,27,13
3,27,4,4,6,2,1,26,27,13,17
27,4,4,6,2,1,26,27,13,17,14
4,4,6,2,1,26,27,13,17,14,1
4,6,2,1,26,27,13,17,14,1,1
6,2,1,26,27,13,17,14,1,1,6
2,1,26,27,13,17,14,1,1,6,2
1,26,27,13,17,14,1,1,6,2,1
26,27,13,17,14,1,1,6,2,1,51
27,13,17,14,1,1,6,2,1,51,8
13,17,14,1,1,6,2,1,51,8,55
17,14,1,1,6,2,1,51,8,55,3
14,1,1,6,2,1,51,8,55,3,1
1,1,6,2,1,51,8,55,3,1,4
1,6,2,1,51,8,55,3,1,4,2
6,2,1,51,8,55,3,1,4,2,1
2,1,51,8,55,3,1,4,2,1,58
1,51,8,55,3,1,4,2,1,58,27
51,8,55,3,1,4,2,1,58,27,13
8,55,3,1,4,2,1,58,27,13,17
55,3,1,4,2,1,58,27,13,17,14
3,1,4,2,1,58,27,13,17,14,1
1,4,2,1,58,27,13,17,14,1,1
4,2,1,58,27,13,17,14,1,1,6
2,1,58,27,13,17,14,1,1,6,2
1,58,27,13,17,14,1,1,6,2,1
58,27,13,17,14,1,1,6,2,1,51
27,13,17,14,1,1,6,2,1,51,8
13,17,14,1,1,6,2,1,51,8,55
17,14,1,1,6,2,1,51,8,55,3
14,1,1,6,2,1,51,8,55,3,1
1,1,6,2,1,51,8,55,3,1,4
1,6,2,1,51,8,55,3,1,4,2
6,2,1,51,8,55,3,1,4,2,1
2,1,51,8,55,3,1,4,2,1,39
1,51,8,55,3,1,4,2,1,39,6
51,8,55,3,1,4,2,1,39,6,2
8,55,3,1,4,2,1,39,6,2,1
55,3,1,4,2,1,39,6,2,1,26
3,1,4,2,1,39,6,2,1,26,50
1,4,2,1,39,6,2,1,26,50,3
4,2,1,39,6,2,1,26,50,3,51
2,1,39,6,2,1,26,50,3,51,4
1,39,6,2,1,26,50,3,51,4,60
39,6,2,1,26,50,3,51,4,60,16
6,2,1,26,50,3,51,4,60,16,6
2,1,26,50,3,51,4,60,16,6,2
1,26,50,3,51,4,60,16,6,2,1
26,50,3,51,4,60,16,6,2,1,51
50,3,51,4,60,16,6,2,1,51,8
3,51,4,60,16,6,2,1,51,8,102
51,4,60,16,6,2,1,51,8,102,3
4,60,16,6,2,1,51,8,102,3,50
60,16,6,2,1,51,8,102,3,50,3
16,6,2,1,51,8,102,3,50,3,51
6,2,1,51,8,102,3,50,3,51,4
2,1,51,8,102,3,50,3,51,4,30
1,51,8,102,3,50,3,51,4,30,9
51,8,102,3,50,3,51,4,30,9,4
8,102,3,50,3,51,4,30,9,4,2
102,3,50,3,51,4,30,9,4,2,1
3,50,3,51,4,30,9,4,2,1,1
50,3,51,4,30,9,4,2,1,1,1
3,51,4,30,9,4,2,1,1,1,15
51,4,30,9,4,2,1,1,1,15,5
4,30,9,4,2,1,1,1,15,5,78
30,9,4,2,1,1,1,15,5,78,8
9,4,2,1,1,1,15,5,78,8,77
4,2,1,1,1,15,5,78,8,77,3
2,1,1,1,15,5,78,8,77,3,51
1,1,1,15,5,78,8,77,3,51,4
1,1,15,5,78,8,77,3,51,4,2
1,15,5,78,8,77,3,51,4,2,18
15,5,78,8,77,3,51,4,2,18,3
5,78,8,77,3,51,4,2,18,3,15
78,8,77,3,51,4,2,18,3,15,4
8,77,3,51,4,2,18,3,15,4,1
77,3,51,4,2,18,3,15,4,1,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,1,2,48
0,0,0,0,0,0,0,1,2,48,213
0,0,0,0,0,0,1,2,48,213,2
0,0,0,0,0,1,2,48,213,2,48
0,0,0,0,1,2,48,213,2,48,49
0,0,0,1,2,48,213,2,48,49,2
0,0,1,2,48,213,2,48,49,2,87
0,1,2,48,213,2,48,49,2,87,131
1,2,48,213,2,48,49,2,87,131,48
2,48,213,2,48,49,2,87,131,48,268
48,213,2,48,49,2,87,131,48,268,2
213,2,48,49,2,87,131,48,268,2,48
2,48,49,2,87,131,48,268,2,48,194
48,49,2,87,131,48,268,2,48,194,2
49,2,87,131,48,268,2,48,194,2,87
2,87,131,48,268,2,48,194,2,87,116
87,131,48,268,2,48,194,2,87,116,48
131,48,268,2,48,194,2,87,116,48,231
48,268,2,48,194,2,87,116,48,231,2
268,2,48,194,2,87,116,48,231,2,48
2,48,194,2,87,116,48,231,2,48,590
48,194,2,87,116,48,231,2,48,590,2
194,2,87,116,48,231,2,48,590,2,87
2,87,116,48,231,2,48,590,2,87,223
87,116,48,231,2,48,590,2,87,223,48
116,48,231,2,48,590,2,87,223,48,296
48,231,2,48,590,2,87,223,48,296,7
231,2,48,590,2,87,223,48,296,7,348
2,48,590,2,87,223,48,296,7,348,2
48,590,2,87,223,48,296,7,348,2,48
590,2,87,223,48,296,7,348,2,48,269
2,87,223,48,296,7,348,2,48,269,2
87,223,48,296,7,348,2,48,269,2,48
223,48,296,7,348,2,48,269,2,48,349
48,296,7,348,2,48,269,2,48,349,2
296,7,348,2,48,269,2,48,349,2,48
7,348,2,48,269,2,48,349,2,48,350
348,2,48,269,2,48,349,2,48,350,2
2,48,269,2,48,349,2,48,350,2,48
48,269,2,48,349,2,48,350,2,48,59
269,2,48,349,2,48,350,2,48,59,2
2,48,349,2,48,350,2,48,59,2,48
48,349,2,48,350,2,48,59,2,48,741
349,2,48,350,2,48,59,2,48,741,2
2,48,350,2,48,59,2,48,741,2,87
48,350,2,48,59,2,48,741,2,87,251
350,2,48,59,2,48,741,2,87,251,48
2,48,59,2,48,741,2,87,251,48,1
48,59,2,48,741,2,87,251,48,1,2
59,2,48,741,2,87,251,48,1,2,1
2,48,741,2,87,251,48,1,2,1,2
48,741,2,87,251,48,1,2,1,2,103
741,2,87,251,48,1,2,1,2,103,5
2,87,251,48,1,2,1,2,103,5,59
87,251,48,1,2,1,2,103,5,59,8
251,48,1,2,1,2,103,5,59,8,80
48,1,2,1,2,103,5,59,8,80,8
1,2,1,2,103,5,59,8,80,8,103
2,1,2,103,5,59,8,80,8,103,2
1,2,103,5,59,8,80,8,103,2,59
2,103,5,59,8,80,8,103,2,59,8
103,5,59,8,80,8,103,2,59,8,222
5,59,8,80,8,103,2,59,8,222,3
59,8,80,8,103,2,59,8,222,3,1
8,80,8,103,2,59,8,222,3,1,4
80,8,103,2,59,8,222,3,1,4,2
8,103,2,59,8,222,3,1,4,2,1
103,2,59,8,222,3,1,4,2,1,2
2,59,8,222,3,1,4,2,1,2,742
59,8,222,3,1,4,2,1,2,742,5
8,222,3,1,4,2,1,2,742,5,1
222,3,1,4,2,1,2,742,5,1,2
3,1,4,2,1,2,742,5,1,2,125
1,4,2,1,2,742,5,1,2,125,5
4,2,1,2,742,5,1,2,125,5,23
2,1,2,742,5,1,2,125,5,23,3
1,2,742,5,1,2,125,5,23,3,1
2,742,5,1,2,125,5,23,3,1,1
742,5,1,2,125,5,23,3,1,1,44
5,1,2,125,5,23,3,1,1,44,35
1,2,125,5,23,3,1,1,44,35,119
2,125,5,23,3,1,1,44,35,119,4
125,5,23,3,1,1,44,35,119,4,2
5,23,3,1,1,44,35,119,4,2,230
23,3,1,1,44,35,119,4,2,230,5
3,1,1,44,35,119,4,2,230,5,23
1,1,44,35,119,4,2,230,5,23,3
1,44,35,119,4,2,230,5,23,3,1
44,35,119,4,2,230,5,23,3,1,1
35,119,4,2,230,5,23,3,1,1,1
119,4,2,230,5,23,3,1,1,1,4
4,2,230,5,23,3,1,1,1,4,2
2,230,5,23,3,1,1,1,4,2,54
230,5,23,3,1,1,1,4,2,54,414
5,23,3,1,1,1,4,2,54,414,3
23,3,1,1,1,4,2,54,414,3,31
3,1,1,1,4,2,54,414,3,31,4
1,1,1,4,2,54,414,3,31,4,6
1,1,4,2,54,414,3,31,4,6,2
1,4,2,54,414,3,31,4,6,2,1
4,2,54,414,3,31,4,6,2,1,26
2,54,414,3,31,4,6,2,1,26,31
54,414,3,31,4,6,2,1,26,31,6
414,3,31,4,6,2,1,26,31,6,2
3,31,4,6,2,1,26,31,6,2,1
31,4,6,2,1,26,31,6,2,1,18
4,6,2,1,26,31,6,2,1,18,3
6,2,1,26,31,6,2,1,18,3,1
2,1,26,31,6,2,1,18,3,1,4
1,26,31,6,2,1,18,3,1,4,2
26,31,6,2,1,18,3,1,4,2,1
31,6,2,1,18,3,1,4,2,1,39
6,2,1,18,3,1,4,2,1,39,6
2,1,18,3,1,4,2,1,39,6,2
1,18,3,1,4,2,1,39,6,2,1
18,3,1,4,2,1,39,6,2,1,18
3,1,4,2,1,39,6,2,1,18,3
1,4,2,1,39,6,2,1,18,3,1
4,2,1,39,6,2,1,18,3,1,4
2,1,39,6,2,1,18,3,1,4,2
1,39,6,2,1,18,3,1,4,2,1
39,6,2,1,18,3,1,4,2,1,1
6,2,1,18,3,1,4,2,1,1,54
2,1,18,3,1,4,2,1,1,54,1
1,18,3,1,4,2,1,1,54,1,3
18,3,1,4,2,1,1,54,1,3,31
3,1,4,2,1,1,54,1,3,31,4
1,4,2,1,1,54,1,3,31,4,6
4,2,1,1,54,1,3,31,4,6,2
2,1,1,54,1,3,31,4,6,2,1
1,1,54,1,3,31,4,6,2,1,26
1,54,1,3,31,4,6,2,1,26,31
54,1,3,31,4,6,2,1,26,31,6
1,3,31,4,6,2,1,26,31,6,2
3,31,4,6,2,1,26,31,6,2,1
31,4,6,2,1,26,31,6,2,1,18
4,6,2,1,26,31,6,2,1,18,3
6,2,1,26,31,6,2,1,18,3,1
2,1,26,31,6,2,1,18,3,1,4
1,26,31,6,2,1,18,3,1,4,2
26,31,6,2,1,18,3,1,4,2,1
31,6,2,1,18,3,1,4,2,1,39
6,2,1,18,3,1,4,2,1,39,6
2,1,18,3,1,4,2,1,39,6,2
1,18,3,1,4,2,1,39,6,2,1
18,3,1,4,2,1,39,6,2,1,18
3,1,4,2,1,39,6,2,1,18,3
1,4,2,1,39,6,2,1,18,3,1
4,2,1,39,6,2,1,18,3,1,4
2,1,39,6,2,1,18,3,1,4,2
1,39,6,2,1,18,3,1,4,2,1
39,6,2,1,18,3,1,4,2,1,1
6,2,1,18,3,1,4,2,1,1,54
2,1,18,3,1,4,2,1,1,54,1
1,18,3,1,4,2,1,1,54,1,3
18,3,1,4,2,1,1,54,1,3,31
3,1,4,2,1,1,54,1,3,31,4
1,4,2,1,1,54,1,3,31,4,6
4,2,1,1,54,1,3,31,4,6,2
2,1,1,54,1,3,31,4,6,2,1
1,1,54,1,3,31,4,6,2,1,26
1,54,1,3,31,4,6,2,1,26,31
54,1,3,31,4,6,2,1,26,31,6
1,3,31,4,6,2,1,26,31,6,2
3,31,4,6,2,1,26,31,6,2,1
31,4,6,2,1,26,31,6,2,1,18
4,6,2,1,26,31,6,2,1,18,3
6,2,1,26,31,6,2,1,18,3,1
2,1,26,31,6,2,1,18,3,1,4
1,26,31,6,2,1,18,3,1,4,2
26,31,6,2,1,18,3,1,4,2,1
31,6,2,1,18,3,1,4,2,1,39
6,2,1,18,3,1,4,2,1,39,6
2,1,18,3,1,4,2,1,39,6,2
1,18,3,1,4,2,1,39,6,2,1
18,3,1,4,2,1,39,6,2,1,18
3,1,4,2,1,39,6,2,1,18,3
1,4,2,1,39,6,2,1,18,3,1
4,2,1,39,6,2,1,18,3,1,4
2,1,39,6,2,1,18,3,1,4,2
1,39,6,2,1,18,3,1,4,2,1
39,6,2,1,18,3,1,4,2,1,1
6,2,1,18,3,1,4,2,1,1,181
2,1,18,3,1,4,2,1,1,181,1
1,18,3,1,4,2,1,1,181,1,3
18,3,1,4,2,1,1,181,1,3,4
3,1,4,2,1,1,181,1,3,4,6
1,4,2,1,1,181,1,3,4,6,2
4,2,1,1,181,1,3,4,6,2,1
2,1,1,181,1,3,4,6,2,1,54
1,1,181,1,3,4,6,2,1,54,1
1,181,1,3,4,6,2,1,54,1,3
181,1,3,4,6,2,1,54,1,3,91
1,3,4,6,2,1,54,1,3,91,7
3,4,6,2,1,54,1,3,91,7,22
4,6,2,1,54,1,3,91,7,22,4
6,2,1,54,1,3,91,7,22,4,6
2,1,54,1,3,91,7,22,4,6,2
1,54,1,3,91,7,22,4,6,2,1
54,1,3,91,7,22,4,6,2,1,91
1,3,91,7,22,4,6,2,1,91,8
3,91,7,22,4,6,2,1,91,8,22
91,7,22,4,6,2,1,91,8,22,5
7,22,4,6,2,1,91,8,22,5,22
22,4,6,2,1,91,8,22,5,22,2
4,6,2,1,91,8,22,5,22,2,91
6,2,1,91,8,22,5,22,2,91,8
2,1,91,8,22,5,22,2,91,8,1
1,91,8,22,5,22,2,91,8,1,5
91,8,22,5,22,2,91,8,1,5,13
8,22,5,22,2,91,8,1,5,13,11
22,5,22,2,91,8,1,5,13,11,29
5,22,2,91,8,1,5,13,11,29,11
22,2,91,8,1,5,13,11,29,11,28
2,91,8,1,5,13,11,29,11,28,40
91,8,1,5,13,11,29,11,28,40,3
8,1,5,13,11,29,11,28,40,3,1
1,5,13,11,29,11,28,40,3,1,4
5,13,11,29,11,28,40,3,1,4,14
13,11,29,11,28,40,3,1,4,14,2
11,29,11,28,40,3,1,4,14,2,91
29,11,28,40,3,1,4,14,2,91,8
11,28,40,3,1,4,14,2,91,8,352
28,40,3,1,4,14,2,91,8,352,5
40,3,1,4,14,2,91,8,352,5,13
3,1,4,14,2,91,8,352,5,13,16
1,4,14,2,91,8,352,5,13,16,14
4,14,2,91,8,352,5,13,16,14,20
14,2,91,8,352,5,13,16,14,20,22
2,91,8,352,5,13,16,14,20,22,2
91,8,352,5,13,16,14,20,22,2,2
8,352,5,13,16,14,20,22,2,2,1
352,5,13,16,14,20,22,2,2,1,54
5,13,16,14,20,22,2,2,1,54,199
13,16,14,20,22,2,2,1,54,199,3
16,14,20,22,2,2,1,54,199,3,91
14,20,22,2,2,1,54,199,3,91,7
20,22,2,2,1,54,199,3,91,7,15
22,2,2,1,54,199,3,91,7,15,4
2,2,1,54,199,3,91,7,15,4,6
2,1,54,199,3,91,7,15,4,6,2
1,54,199,3,91,7,15,4,6,2,1
54,199,3,91,7,15,4,6,2,1,26
199,3,91,7,15,4,6,2,1,26,3
3,91,7,15,4,6,2,1,26,3,15
91,7,15,4,6,2,1,26,3,15,1
7,15,4,6,2,1,26,3,15,1,91
15,4,6,2,1,26,3,15,1,91,8
4,6,2,1,26,3,15,1,91,8,1
6,2,1,26,3,15,1,91,8,1,13
2,1,26,3,15,1,91,8,1,13,15
1,26,3,15,1,91,8,1,13,15,14
26,3,15,1,91,8,1,13,15,14,4
3,15,1,91,8,1,13,15,14,4,6
15,1,91,8,1,13,15,14,4,6,91
1,91,8,1,13,15,14,4,6,91,8
91,8,1,13,15,14,4,6,91,8,1
8,1,13,15,14,4,6,91,8,1,13
1,13,15,14,4,6,91,8,1,13,15
13,15,14,4,6,91,8,1,13,15,14
15,14,4,6,91,8,1,13,15,14,5
14,4,6,91,8,1,13,15,14,5,91
4,6,91,8,1,13,15,14,5,91,8
6,91,8,1,13,15,14,5,91,8,199
91,8,1,13,15,14,5,91,8,199,3
8,1,13,15,14,5,91,8,199,3,91
1,13,15,14,5,91,8,199,3,91,8
13,15,14,5,91,8,199,3,91,8,1
15,14,5,91,8,199,3,91,8,1,13
14,5,91,8,199,3,91,8,1,13,15
5,91,8,199,3,91,8,1,13,15,14
91,8,199,3,91,8,1,13,15,14,4
8,199,3,91,8,1,13,15,14,4,2
199,3,91,8,1,13,15,14,4,2,57
3,91,8,1,13,15,14,4,2,57,91
91,8,1,13,15,14,4,2,57,91,8
8,1,13,15,14,4,2,57,91,8,1
1,13,15,14,4,2,57,91,8,1,13
13,15,14,4,2,57,91,8,1,13,15
15,14,4,2,57,91,8,1,13,15,14
14,4,2,57,91,8,1,13,15,14,2
4,2,57,91,8,1,13,15,14,2,2
2,57,91,8,1,13,15,14,2,2,1
57,91,8,1,13,15,14,2,2,1,54
91,8,1,13,15,14,2,2,1,54,592
